title,company,location,description,salary_min,salary_max,contract_type,category,created_date,redirect_url,source,search_term,search_location,collected_date
Marketing,360-TSG,"Chicago, Cook County","We are working with one of the more expecting organizations located north of the city.This is a fully-integrated, global marketing company that unites healthcare, retail, and brand marketers to achieve remarkable business results. As a team they create and execute integrated marketing and communications ideas and solutions for some of the more well know corporations throughout the US. As a company they exist to give incredible people the opportunity to make a difference and have fun doing it. C…",92806.55,92806.55,,IT Jobs,2025-06-18T11:54:45Z,https://www.adzuna.com/details/5256495300?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Lead Software Engineer,,"Glendale, Denver","About Us : Breef is the world""s first agency marketplace. As the modern outsourcing solution, our platform connects leading brands with leading agencies for all their digital and creative needs. Our product is changing the future of work and is a first-of-its-kind solution for high-value transactions. Breef is seeking a full-stack Lead Software Engineer to join our dynamic, fast growing team. In this role, you will be responsible for building web-based systems that are at the core of the Breef …",111562.39,111562.39,,IT Jobs,2025-06-24T14:19:13Z,https://www.adzuna.com/details/5266077071?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
"Delivery Consultant - Application Modernization, WWPS ProServe",Amazon,"Glendale, Denver","Description The Amazon Web Services Professional Services (ProServe) team is seeking a skilled Delivery Consultant to join our team at Amazon Web Services (AWS). In this role, you'll work closely with customers to design, implement, and manage AWS solutions that meet their technical requirements and business objectives. You'll be a key player in driving customer success through their cloud journey, providing technical expertise and best practices throughout the project lifecycle. Possessing a d…",142601.77,142601.77,,IT Jobs,2025-06-24T12:48:43Z,https://www.adzuna.com/details/5265944379?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
"Senior Creative Developer, AI Job at Monks in Denver",Monks,"Denver, Colorado","Join to apply for the Senior Creative Developer, AI role at Monks 1 day ago Be among the first 25 applicants Join to apply for the Senior Creative Developer, AI role at Monks Please note that we will never request payment or bank account information at any stage of the recruitment process. As we continue to grow our teams, we urge you to be cautious of fraudulent job postings or recruitment activities that misuse our company name and information. Please protect your personal information during …",124758.2,124758.2,,IT Jobs,2025-06-24T11:12:27Z,https://www.adzuna.com/details/5265841345?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
System Administrator,Maxar Mission Solutions,"Westminster, Adams County",Please review the job details below. Maxar is seeking an experienced System Administrator with familiarity with implementing and maintaining CMMC security controls and procedures to contribute to an agile and fast-paced software development team environment in support of our USG customer’s national security mission. We are seeking people who embrace teamwork and knowledge-sharing and thrive in a culture of continuous improvement. The ideal candidate will value both collaboration and independent…,130000.0,150000.0,,IT Jobs,2025-06-22T04:27:41Z,https://www.adzuna.com/details/5262685094?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
Fullstack Developer,Placed,"Greenwood Village, Arapahoe County","Job Description Job Description Our valued client in the Denver Tech Center is seeking a FullStack Developer to join their growing team. This is a full-time, hybrid opportunity. The selected candidate will be part of a cross-functional team responsible for the entire software development life cycle. The candidate must be well-versed in both front-end and back-end coding languages, development frameworks, and third-party libraries. Responsibilities include but are not limited to: Working with de…",125292.84,125292.84,,IT Jobs,2025-06-21T01:35:21Z,https://www.adzuna.com/details/5261041066?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
"Senior Creative Developer, AI",Monks,"Denver, Colorado","Join to apply for the Senior Creative Developer, AI role at Monks 1 day ago Be among the first 25 applicants Join to apply for the Senior Creative Developer, AI role at Monks Please note that we will never request payment or bank account information at any stage of the recruitment process. As we continue to grow our teams, we urge you to be cautious of fraudulent job postings or recruitment activities that misuse our company name and information. Please protect your personal information during …",133386.0,133386.0,,IT Jobs,2025-06-20T11:53:24Z,https://www.adzuna.com/details/5260055340?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
"Senior Creative Developer, AI",Monks,"Denver, Colorado","Join to apply for the Senior Creative Developer, AI role at Monks 1 day ago Be among the first 25 applicants Join to apply for the Senior Creative Developer, AI role at Monks Please note that we will never request payment or bank account information at any stage of the recruitment process. As we continue to grow our teams, we urge you to be cautious of fraudulent job postings or recruitment activities that misuse our company name and information. Please protect your personal information during …",131979.31,131979.31,,IT Jobs,2025-06-20T11:52:14Z,https://www.adzuna.com/details/5260048988?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
Sr Full Stack Developer,The Hertz Corporation,"Glendale, Denver","A Day in the Life: Senior Full Stack Developers - Web are focused on delivering high-quality user interfaces quickly. They use techniques like collaborative code reviews and test-driven development to ensure efficient coding. They are experts in frontend technologies and work to create seamless and engaging user experiences. While their primary focus is the frontend, they collaborate closely with backend engineers. They are expected to stay up-to-date with the latest web technologies and promot…",92761.86,92761.86,,IT Jobs,2025-06-19T12:39:42Z,https://www.adzuna.com/details/5258312382?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
Full Stack Web Developer,Eliassen Group,"Glendale, Denver","Full Stack Web Developer Anywhere Type: Contract-to-Hire Category: Development Industry: Government Workplace Type: Remote Reference ID: JN -062025-102525 Date Posted: 06/16/2025 Shortcut: http://careers.eliassen.com/PaZVtd - Description - Recommended Jobs Description: Description We are looking for a Full-Stack Developer with expertise in TypeScript, Node.js, React.js, Terraform, CSS, and AWS Services. - Work with agile teams to design, develop, and maintain web applications for customer's cas…",83977.29,83977.29,,IT Jobs,2025-06-19T12:39:16Z,https://www.adzuna.com/details/5258310894?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
Java LEad,"Digital Dhara, LLC","Glendale, Denver","Role- Java Lead Location – Denver, CO Only Fulltime Must have- Lead Experience, Backend, Springboot, Microservices echnical Lead is responsible for leading the design, development, and deployment of Java applications on Google Cloud Platform (GCP). This role combines deep technical expertise in Java and cloud-native architectures with leadership skills to guide development teams, ensure best practices, and drive successful cloud initiatives. Key Responsibilities • Lead the end-to-end developmen…",122120.65,122120.65,,IT Jobs,2025-06-18T17:17:44Z,https://www.adzuna.com/details/5257228586?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
"Full Stack Application Developer (.NET, Azure, SQL, React, Node.js)",Ryder System,"Glendale, Denver","Job Seekers can review the Job Applicant Privacy Policy by clicking here (http://ryder.com/job-applicant-privacy-policy) . Job Description : Summary The Application Developer IV will actively and efficiently support all phases of the Agile software development and service delivery lifecycle - including but not limited to gathering and analyzing user requirements, collaborating with teammates to fully analyze specifications, developing and testing high-quality code, assisting in deployments, tro…",147209.14,147209.14,,IT Jobs,2025-06-18T12:47:32Z,https://www.adzuna.com/details/5256611599?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
"Manager, Software Engineering",Evolent,"Glendale, Denver","Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",201424.34,201424.34,,IT Jobs,2025-06-18T12:46:16Z,https://www.adzuna.com/details/5256606421?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
Senior Java Full Stack Developer,Cognizant,"Glendale, Denver","Senior Java Full Stack Developer. As a Senior Java Full Stack Developer. You will make an impact by designing, developing, and deploying robust full stack applications. You will be a valued member of the Software Engineering and Digital Platforms team and work collaboratively with engineering managers, DevOps specialists, product owners, and cross-functional teams to drive technical excellence and continuous delivery across initiatives. Work model: We strive to provide flexibility wherever poss…",103898.37,103898.37,,IT Jobs,2025-06-18T12:45:49Z,https://www.adzuna.com/details/5256605374?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
AtlasAI Full Stack Developer,AtlasAI,"Denver, Colorado","Job Description Job Description About AtlasAI AtlasAI empowers global law firms and enterprises with secure, on-prem generative-AI solutions. Our platform blends Azure OpenAI services with proprietary components to accelerate document review, drafting, and research. Join us as we redefine how professionals work with AI. Your Mission Own the end-to-end web stack—architecting elegant C# back-ends and crafting stunning Tailwind-styled Blazor UIs that delight attorneys and enterprise users. You’ll …",193699.03,193699.03,,IT Jobs,2025-06-18T12:01:44Z,https://www.adzuna.com/details/5256510509?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Denver, CO",2025-06-25 12:55:59
